@relation sg2$data

@attribute regioncentroidcol numeric
@attribute regioncentroidrow numeric
@attribute regionpixelcount numeric
@attribute shortlinedensity5 numeric
@attribute shortlinedensity2 numeric
@attribute vedgemean numeric
@attribute vegdesd numeric
@attribute hedgemean numeric
@attribute hedgesd numeric
@attribute intensitymean numeric
@attribute rawredmean numeric
@attribute rawbluemean numeric
@attribute rawgreenmean numeric
@attribute exredmean numeric
@attribute exbluemean numeric
@attribute exgreenmean numeric
@attribute valuemean numeric
@attribute saturationmean numeric
@attribute huemean numeric
@attribute class {brickface,sky,foliage,cement,window,path,grass}

@data
201,92,9,0,0,0833335,0211111,077778,0296297,903333,748889,115444,806667,-463333,753333,-29,115444,035122,-22428,sky
16,82,9,0,0,433333,412889,622222,666518,848148,433333,145556,655556,-124444,182222,-577778,145556,0742819,-232063,foliage
112,18,9,0,0,0833333,0691216,05,0278888,113778,102333,130111,108889,-343333,49,-146667,130111,0213257,-234084,sky
222,62,9,0,0,0277778,0250924,0666667,0557773,640741,411111,114444,366667,-688889,151111,-822222,114444,0680808,-203415,window
243,120,9,0,0,444444,435975,155555,183384,478519,447778,563333,424444,-922222,254444,-162222,563333,0245321,-191073,cement
172,140,9,0,0,3,0421636,0666667,0421637,322222,266667,5,2,-166667,533333,-366667,5,0656085,-185316,window
251,24,9,0,0,116667,0966665,161111,0418519,12163,110778,137778,116333,-325556,484444,-158889,137778,0195977,-230791,sky
97,86,9,0111111,0,15,0833333,355556,216296,238148,233333,302222,178889,-144444,192222,-177778,302222,0405541,-160859,brickface
234,194,9,0,0222222,144445,195126,383333,308941,486296,43,603333,425556,-168889,351111,-182222,603333,0298369,-207188,path
168,209,9,0,0,133333,0666667,0722222,0712326,225185,176667,208889,29,-145556,-488889,194444,29,0390338,238939,grass
69,17,9,0,0,0611112,0107405,0666667,0311108,130296,120778,143889,126222,-285556,407778,-122222,143889,0160604,-233949,sky
5,118,9,0,0,0222222,00740741,0333333,00888889,0925926,0,255556,0222222,-277778,488889,-211111,255556,1,-217128,foliage
152,152,9,0,0,0166667,00333333,211111,434074,140741,1,244444,0777778,-122222,311111,-188889,244444,0439153,-200027,window
209,70,9,0,0111111,222222,182168,877778,346196,367407,336667,444444,321111,-922222,231111,-138889,444444,0273358,-196058,cement
63,201,9,0,0,144444,0918519,0944444,0551852,777778,622222,555556,115556,-466667,-666667,113333,115556,0543201,198299,grass
121,102,9,0111111,0,294444,185492,122222,0860662,516667,471111,623333,455556,-136667,32,-183333,623333,02694,-199488,cement
232,175,9,0,0,116667,062361,283333,216795,153704,124444,135556,201111,-877778,-544444,142222,201111,0387412,22422,grass
79,44,9,0,0,488889,320185,211111,112875,586667,501111,755556,503333,-256667,506667,-25,755556,0339917,-210265,cement
231,124,9,0,0,344444,14963,183333,643334,3,144444,588889,166667,-466667,866667,-4,588889,0895369,-211894,foliage
76,200,9,0,0,277778,0779364,433333,28829,563704,504444,696667,49,-177778,398889,-221111,696667,0296836,-202117,path
200,165,9,0111111,0,227778,397408,177778,0918519,173333,128889,164444,226667,-133333,-266667,16,226667,043082,24712,grass
47,127,9,0,0,116667,0960324,105556,0490653,175926,9,301111,136667,-257778,375556,-117778,301111,0701476,-232627,foliage
143,89,9,0,0,266667,219089,0333333,0,18,14,257778,142222,-12,233333,-113333,257778,0459093,-211303,window
17,94,9,0,0,172222,317407,105556,0951854,20037,157778,286667,156667,-127778,258889,-131111,286667,0457772,-208425,window
33,99,9,0,0,155556,125904,244444,112875,154815,112222,237778,114444,-127778,248889,-121111,237778,054148,-21125,window
34,137,9,0,0,05,0166667,111111,0474074,585185,777778,644444,333333,577778,177778,-755556,777778,0573633,-0744272,brickface
153,116,9,0,0,327778,247132,111111,0834444,294444,25,383333,25,-133333,266667,-133333,383333,0355756,-209078,cement
49,112,9,0111111,0,133333,137778,155556,171852,381481,111111,722222,311111,-811111,102222,-211111,722222,0867665,-243572,foliage
31,88,9,0111111,0,0888889,0607407,216667,198889,525926,155556,101111,411111,-111111,145556,-344444,101111,0851379,-239666,foliage
227,69,9,0,0,361111,459296,433333,364,110741,688889,16,103333,-125556,147778,-222222,16,0604281,-248187,foliage
40,85,9,0111111,0,111111,0518519,25,0655555,211111,207778,271111,154444,-1,18,-17,271111,0428735,-160396,brickface
140,124,9,0,0,1,0444445,111111,105185,251852,0222222,611111,122222,-688889,107778,-388889,611111,0973765,-226746,foliage
142,182,9,0,0,25,11,227778,361852,345185,315556,422222,297778,-888889,231111,-142222,422222,0293208,-194304,path
235,249,9,0,0111111,161111,242594,266667,150554,228519,197778,212222,275556,-922222,-488889,141111,275556,028661,228263,grass
33,131,9,0,0,0444444,0807373,1,109545,0740741,0222222,177778,0222222,-155556,311111,-155556,177778,0407407,-20944,foliage
36,243,9,0111111,0,188889,185185,2,071111,133333,988889,121111,18,-103333,-366667,14,18,0452229,236831,grass
206,64,9,0,0,00555555,0136083,0277778,0136083,57037,366667,103333,311111,-611111,138889,-777778,103333,069798,-201543,window
164,83,9,0111111,0,25,607777,155556,0785184,662593,602222,796667,588889,-181111,402222,-221111,796667,0260329,-202777,cement
58,109,9,0,0,116667,062361,105556,0490653,418148,361111,536667,356667,-171111,355556,-184444,536667,0334962,-206864,cement
64,19,9,0,0,0944445,0151853,166667,031111,137778,131556,146444,135333,-186667,26,-733333,146444,0101515,-23586,sky
187,36,9,0,0,0388889,0250924,05,0278887,751852,477778,13,477778,-822222,164444,-822222,13,0648657,-209729,window
140,73,9,0,0,172222,082776,0777777,10037,462963,456667,511111,421111,-188889,144444,-125556,511111,0176156,-168159,cement
187,80,9,0,0,133333,0711111,133333,0711109,405185,377778,476667,361111,-822222,214444,-132222,476667,024473,-19427,cement
86,67,9,0,0,1,0622222,105556,0685185,108852,994444,125556,101556,-282222,501111,-218889,125556,0207702,-21731,sky
105,193,9,0,0,322222,190516,288889,217733,601111,531111,751111,521111,-21,45,-24,751111,0308465,-204777,path
205,190,9,0,0,127778,0998145,161111,112382,494815,447778,606667,43,-141111,335556,-194444,606667,0290788,-19876,path
9,80,9,0,0,294444,137519,166667,715111,236296,173333,316667,218889,-188889,241111,-522222,316667,0514254,-243151,foliage
44,50,9,0,0,116667,0960323,105556,0389682,651111,573333,803333,576667,-233333,456667,-223333,803333,0290165,-210778,cement
47,189,9,0,0,227778,455185,588889,146074,296296,267778,365556,255556,-855556,207778,-122222,365556,0297413,-195457,path
9,76,9,0,0,127778,142075,166667,18619,244444,0888889,466667,177778,-466667,666667,-2,466667,0872222,-23408,foliage
62,177,9,0,0,127778,0879815,166667,0942809,510741,463333,631111,437778,-142222,361111,-218889,631111,0306215,-1956,path
45,121,9,0,0,205556,125462,661111,267844,54963,477778,686667,484444,-215556,411111,-195556,686667,0307193,-212694,cement
161,144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
227,222,9,0,0,211111,260741,261111,726296,933333,855556,766667,117778,-233333,-5,733333,117778,0373693,190504,grass
26,90,9,0,0,0611112,0374076,127778,0285185,113111,105667,128333,105333,-223333,456667,-233333,128333,0181789,-207842,sky
238,73,9,0,0,227778,140502,15,0781736,435185,387778,53,387778,-142222,284444,-142222,53,0274334,-209641,cement
57,89,9,0,0,172222,130668,616667,470343,17,13,245556,134444,-12,226667,-106667,245556,0477489,-212975,window
53,42,9,0,0,327778,0712325,0611111,0534027,282593,244444,362222,241111,-114444,238889,-124444,362222,0337893,-206101,cement
160,168,9,0,0,15,114988,0666666,0471404,251111,208889,23,314444,-126667,-633333,19,314444,0335386,230212,grass
136,70,9,0,0,1,0311111,172222,21963,26037,244444,34,196667,-477778,238889,-191111,34,0421281,-174518,brickface
31,68,9,0,0,279444,203352,182778,338641,471852,385556,601111,428889,-258889,387778,-128889,601111,0413033,-230866,foliage
113,123,9,0111111,0,144444,0620633,194444,17181,593333,518889,737778,523333,-223333,433333,-21,737778,0299164,-211194,cement
60,116,9,0,0,0722223,0389682,0777777,0344266,234074,193333,314444,194444,-122222,241111,-118889,314444,0392149,-210498,window
134,187,9,0,0,188889,151535,211111,178471,593704,526667,741111,513333,-201111,442222,-241111,741111,0307458,-203348,path
162,159,9,0,0,216667,0960324,222222,145551,261111,252222,295556,235556,-266667,103333,-766667,295556,0202846,-180255,cement
155,135,9,0,0,238889,326296,0833332,0122224,699259,636667,838889,622222,-187778,418889,-231111,838889,0258303,-202494,cement
72,191,9,0111111,0,127778,0507408,311111,460741,151852,121111,148889,185556,-922222,-0888889,101111,185556,035037,254533,grass
222,54,9,0,0,116667,0166667,1,0844443,134333,127556,145556,129889,-203333,336667,-133333,145556,0124312,-223156,sky
253,150,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
30,91,9,0,0,338889,646296,327778,904074,625926,244444,121111,422222,-114444,175556,-611111,121111,0823021,-228274,foliage
2,198,9,0111111,0,0888889,0620633,194444,135674,121852,966667,105556,163333,-755556,-488889,124444,163333,0415772,222128,grass
23,188,9,0,0,166667,0488888,738889,372185,305926,274444,377778,265556,-944444,215556,-121111,377778,0284148,-201451,path
8,39,9,0111111,0,138889,112963,183333,0699999,11337,102556,132,105556,-324444,558889,-234444,132,0222954,-219816,sky
158,219,9,0111111,0,227778,352963,211111,407407,148889,114444,135556,196667,-103333,-4,143333,196667,0426012,23587,grass
33,104,9,0111111,0,155556,0962963,305556,504074,201852,202222,248889,154444,0111111,141111,-142222,248889,0380367,-155538,brickface
183,29,9,0,0,0777779,060741,0777779,0429629,103259,887778,126333,946667,-434444,692222,-257778,126333,0297205,-225722,sky
69,74,9,0222222,0,388889,994074,216667,247778,235926,225556,305556,176667,-311111,208889,-177778,305556,0420252,-166658,brickface
168,187,9,0,0,35,216795,283333,160208,58,525556,714444,50,-163333,403333,-24,714444,029965,-196667,path
170,121,9,0,0,216667,183485,272222,192546,323704,286667,405556,278889,-111111,245556,-134444,405556,0313427,-202427,cement
91,54,9,0,0,0833333,0408248,0833335,0658283,110,978889,127111,105,-363333,513333,-15,127111,0229674,-234574,sky
166,135,9,0,0,0444444,0272166,0222222,0403687,140741,0777778,333333,0111111,-188889,577778,-388889,333333,0972222,-188072,window
53,28,9,0,0,0444444,0403686,177778,0860662,111593,964444,130667,107667,-454444,572222,-117778,130667,0261838,-243858,sky
201,133,9,0,0,0611111,0240741,0222222,00740741,0740741,0333333,177778,0111111,-122222,311111,-188889,177778,0962963,-199906,window
247,197,9,0,0,0333333,00444444,0611111,0062963,6,411111,4,988889,-566667,-6,116667,988889,0617059,207496,grass
56,196,9,0,0,238889,142075,444444,439023,500741,443333,622222,436667,-172222,364444,-192222,622222,0297963,-205475,path
207,172,9,0,0,1,0298143,166667,0918937,19,164444,163333,242222,-766667,-8,156667,242222,034375,208385,grass
120,124,9,0,0,9,112578,111667,184522,537778,49,644444,478889,-143333,32,-176667,644444,0261246,-201738,cement
123,152,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
14,136,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,foliage
103,195,9,0111111,0,205556,157407,205556,37963,851852,633333,688889,123333,-655556,-488889,114444,123333,0501683,218702,grass
137,94,9,0222222,0,166667,08,366667,288889,212222,206667,273333,156667,-166667,183333,-166667,273333,0427811,-162715,brickface
80,203,9,0,0,138889,0742867,194444,152631,124074,10,9,182222,-722222,-102222,174444,182222,0514445,198675,grass
140,19,9,0111111,0,105555,0551851,188889,198518,110296,976667,130222,103,-378889,597778,-218889,130222,0249895,-226433,sky
1,45,9,0,0,0888891,0455421,111111,0455419,122852,110556,140,118,-368889,514444,-145556,140,0210174,-235936,sky
196,244,9,0,0,127778,0551852,361111,695185,774074,666667,7,955556,-322222,-222222,544444,955556,0383372,234059,grass
174,50,9,0,0,1,0760115,0944445,0952579,107444,946667,125778,101889,-383333,55,-166667,125778,0247337,-23373,sky
78,100,9,0,0,155556,82963,255556,882963,459259,144444,944444,288889,-944444,145556,-511111,944444,0876332,-228054,foliage
228,22,9,0,0,111111,0860663,138889,0975629,496667,427778,628889,433333,-206667,396667,-19,628889,0319474,-212354,cement
23,142,9,0,0,0388889,0107407,0944444,0374074,503704,655556,577778,277778,455556,222222,-677778,655556,0574735,-0829712,brickface
129,136,9,0,0,2,155556,0833333,0122222,618518,366667,106667,422222,-755556,134444,-588889,106667,0657744,-21753,window
178,134,9,0,0,0111111,0172133,0222222,0272166,185185,1,388889,0666667,-255556,611111,-355556,388889,0833333,-19978,window
231,124,9,0,0,344444,14963,183333,643334,3,144444,588889,166667,-466667,866667,-4,588889,0895369,-211894,foliage
113,128,9,0,0,0222222,00740741,0388889,0151852,0740741,0,222222,0,-222222,444444,-222222,222222,1,-20944,foliage
142,183,9,0111111,0,1,0869228,155556,148574,431852,402222,52,373333,-888889,264444,-175556,52,028154,-188773,path
120,51,9,0,0,105555,0712324,205555,0742867,124407,113222,141111,118889,-335556,501111,-165556,141111,0197569,-230531,sky
67,194,9,0,0,372222,149691,644444,396466,588148,517778,725556,521111,-211111,412222,-201111,725556,0286791,-211294,path
31,96,9,0,0,233333,36,277778,616296,377778,1,8,233333,-833333,126667,-433333,8,0909236,-226821,foliage
144,187,9,0,0,194444,204849,622222,351294,561481,498889,696667,488889,-187778,405556,-217778,696667,0299951,-204388,path
115,183,9,0,0,105556,0772202,472222,102017,198519,145556,19,26,-158889,-255556,184444,26,0449942,250681,grass
197,105,9,0,0,372222,15663,366667,144,414815,166667,833333,244444,-744444,125556,-511111,833333,0886048,-220544,foliage
67,61,9,0,0,105556,0507407,0833333,0388889,237407,226667,306667,178889,-322222,207778,-175556,306667,0415751,-170091,brickface
226,144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
101,121,9,0111111,0,0666667,0843274,15,0888194,340741,111111,6,311111,-688889,777778,-0888889,6,0843518,-251916,foliage
187,120,9,0,0,222222,208345,127778,0646929,60037,568889,693333,538889,-944444,278889,-184444,693333,0222808,-189298,cement
6,81,9,0,0111111,411111,874075,572222,285074,124815,766667,188889,108889,-144444,192222,-477778,188889,0628156,-238856,foliage
77,135,9,0,0,0222222,00296296,0222222,00296296,0777778,0,233333,0,-233333,466667,-233333,233333,1,-20944,window
90,189,9,0,0,0888889,0779363,105556,0827759,128889,104444,944444,187778,-733333,-103333,176667,187778,0497095,198555,grass
185,35,9,0,0,138889,104172,116667,0809664,109111,964444,125444,105444,-38,49,-11,125444,0231166,-24202,sky
197,236,9,0,0,244444,682963,333333,76,160741,131111,166667,184444,-888889,177778,711111,185556,0292729,27898,grass
178,185,9,0,0,261111,180637,311111,22771,49037,44,606667,424444,-151111,348889,-197778,606667,0300036,-200619,path
186,28,9,0,0,0944443,0389683,144444,129386,122519,111,138667,117889,-345556,484444,-138889,138667,0199513,-235398,sky
27,189,9,0,0,1,0311111,261111,250741,327778,29,406667,286667,-113333,236667,-123333,406667,0297841,-206427,path
141,31,9,0,0,144444,0385183,122222,118518,126815,117111,141222,122111,-291111,432222,-141111,141222,0170718,-231077,sky
200,215,9,0,0,155556,0958394,472222,264505,23037,171111,225556,294444,-177778,-144444,192222,294444,0420767,256105,grass
185,110,9,0,0,184444,375096,127778,0596297,506667,461111,604444,454444,-136667,293333,-156667,604444,0249253,-203252,cement
154,249,9,0,0,35,230699,455556,353815,18,146667,156667,236667,-10,-7,17,236667,0398397,2215,grass
16,190,9,0,0,377778,687407,855556,736741,296296,261111,368889,258889,-105556,217778,-112222,368889,030039,-216066,path
14,95,9,0,0,133333,0699206,111111,0620633,225926,0666667,388889,222222,-477778,488889,-0111111,388889,0874074,-255272,foliage
231,160,9,0,0,261111,824074,131667,139856,408889,341111,517778,367778,-203333,326667,-123333,517778,0339618,-233584,path
128,15,9,0,0,077778,0272168,0555556,0620632,129259,118333,144,125444,-327778,442222,-114444,144,017818,-238244,sky
91,64,9,0,0,0944445,0712325,105556,102017,62,536667,781111,542222,-25,483333,-233333,781111,031426,-211809,cement
189,68,9,0,0,166667,161933,111111,13444,385926,383333,423333,351111,-0777778,112222,-104444,423333,0170449,-162485,cement
184,44,9,0,0,0500001,0122222,1,0755557,99,85,121444,905556,-42,673333,-253333,121444,0300019,-225454,sky
196,129,9,0,0,0833333,0433333,0666667,0177778,633333,788889,733333,377778,466667,3,-766667,822222,0540123,-0932783,brickface
106,136,9,0,0,0333333,0177778,0388889,0107407,0703704,0111111,188889,0111111,-177778,355556,-177778,188889,0962963,-20944,foliage
18,90,9,0,0,105556,0374074,0666667,0222222,281481,0555556,688889,1,-677778,122222,-544444,688889,0926146,-216432,foliage
119,191,9,0,0,311111,294895,522222,342972,595926,523333,752222,512222,-217778,468889,-251111,752222,031901,-204705,path
5,92,9,0,0,133333,0488889,216667,127778,187037,187778,237778,135556,0222222,152222,-154444,237778,042886,-15483,brickface
196,182,9,0,0,116667,0433332,0611111,0374074,198889,168889,181111,246667,-9,-533333,143333,246667,0314897,227169,grass
197,156,9,0,0,0944444,0490653,205556,170511,169259,134444,155556,217778,-104444,-411111,145556,217778,0384638,236358,grass
196,100,9,0,0,727778,833518,577778,688741,814815,466667,133333,644444,-104444,155556,-511111,133333,0738034,-228987,foliage
177,131,9,0,0,0444444,042963,0777778,0207407,596296,755556,666667,366667,477778,211111,-688889,755556,0515873,-0804846,brickface
46,131,9,0,0,0277778,0062963,177778,185185,140741,0777778,277778,0666667,-188889,411111,-222222,277778,077037,-205134,window
245,176,9,0,0,1,0516398,1,0557774,184815,151111,17,233333,-101111,-444444,145556,233333,035207,233224,grass
186,12,9,0,0,0444444,0272165,233333,196638,625926,388889,113333,355556,-711111,152222,-811111,113333,0687302,-205798,window
233,159,9,0,0,25,0522222,127778,157407,662963,511111,101111,466667,-455556,104444,-588889,101111,0541667,-199944,cement
160,30,9,0,0,0222221,0272165,0611109,0611616,111222,976667,129,107,-406667,533333,-126667,129,024285,-24053,sky
151,143,9,0,0,0388889,00629629,05,00333333,566667,755556,644444,3,566667,233333,-8,755556,060119,-0796918,brickface
140,16,9,0,0,05,0344443,0888891,0385184,111815,991111,131111,105222,-381111,578889,-197778,131111,0244021,-229393,sky
100,124,9,0,0,0277778,00629629,1,0444444,707407,822222,877778,422222,344444,511111,-855556,9,0531173,-115708,brickface
238,98,9,0,0,133333,128889,127778,0596297,528519,475556,646667,463333,-158889,354444,-195556,646667,028511,-202577,cement
53,198,9,0,0,172222,185492,511111,160093,516667,455556,642222,452222,-183333,376667,-193333,642222,0299707,-207262,path
177,129,9,0,0,0444444,0251852,111111,0296296,640741,8,744444,377778,477778,311111,-788889,822222,0541887,-0912766,brickface
